
#          title damage energy traversable is_fall
Interface: plain      0      0           1       0
Interface: rocks      1      0           1       0
Interface: mud        0      1           1       0
Interface: wall      10      1           0       0
Interface: cliff      0      0           1       1
Cell: 1987   3000.00      0.00    -15.96  840    0 1988    0  cliff   wall  rocks   wall
Object:   OBJ00266   1999     c3mb    10.00      fauna     5.00    10.00                 cyan     triped     medium     blinding
Object:   OBJ00267   1999     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ00268   1999     c3sn    10.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ00269   1999     V3sb    10.00      fauna     1.00     1.00            olivedrab     triped      small     blinding
Object:   OBJ00270   1999     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ00271   1999     V3mn    50.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ00272   1999     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ00273   1999     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ00274   1999     d3sn   -50.00      fauna     1.00     1.00        dayglo-orange     triped      small         none
Object:   OBJ00275   1999     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ00276   1999     c3mn    10.00      fauna     5.00    10.00                 cyan     triped     medium         none
Object:   OBJ00277   1999     c3sn    50.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ00278   1999     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ00279   1999     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ00280   1999     crtb    10.00    mineral     0.10     0.10                 cyan       rock       tiny     blinding
Object:   OBJ00281   1999     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ00282   1999     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ00283   1999     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ00284   1999     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ00285   1999     c3tn    10.00      fauna     0.10     0.10                 cyan     triped       tiny         none
Object:   OBJ00286   1999     drmn   -50.00    mineral     5.00    10.00        dayglo-orange       rock     medium         none
Object:   OBJ00287   1999     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ00288   1999     crmn   -50.00    mineral     5.00    10.00                 cyan       rock     medium         none
Object:   OBJ00289   1999     crmn    50.00    mineral     5.00    10.00                 cyan       rock     medium         none
Object:   OBJ00290   1999     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ00291   1999     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ00292   1999     VBmn    10.00      flora     5.00    10.00            olivedrab       bush     medium         none
Object:   OBJ00293   1999     c3s5   -50.00      fauna     1.00     1.00                 cyan     triped      small     5candela
Object:   OBJ00294   1999     crtb    50.00    mineral     0.10     0.10                 cyan       rock       tiny     blinding
Object:   OBJ00295   1999     Vrsn    50.00    mineral     1.00     1.00            olivedrab       rock      small         none
Object:   OBJ00296   1999     dBtn    10.00      flora     0.10     0.10        dayglo-orange       bush       tiny         none
Object:   OBJ00297   1999     d3mn    10.00      fauna     5.00    10.00        dayglo-orange     triped     medium         none
Object:   OBJ00298   1999     V3m5    10.00      fauna     5.00    10.00            olivedrab     triped     medium     5candela
Object:   OBJ00299   1999     V3t5    10.00      fauna     0.10     0.10            olivedrab     triped       tiny     5candela
Object:   OBJ00300   1999     cBsb   -50.00      flora     1.00     1.00                 cyan       bush      small     blinding
Object:   OBJ00301   1999     VBsn    10.00      flora     1.00     1.00            olivedrab       bush      small         none
Object:   OBJ00302   1999     crmb    50.00    mineral     5.00    10.00                 cyan       rock     medium     blinding
Object:   OBJ00303   1999     drsb    50.00    mineral     1.00     1.00        dayglo-orange       rock      small     blinding
Object:   OBJ00304   1999     crmn    50.00    mineral     5.00    10.00                 cyan       rock     medium         none
Object:   OBJ00305   1999     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ00306   1999     c3tn    10.00      fauna     0.10     0.10                 cyan     triped       tiny         none
Object:   OBJ00307   1999     crs5    50.00    mineral     1.00     1.00                 cyan       rock      small     5candela
Object:   OBJ00308   1999     c3mb    10.00      fauna     5.00    10.00                 cyan     triped     medium     blinding
Object:   OBJ00309   1999     drtn   -50.00    mineral     0.10     0.10        dayglo-orange       rock       tiny         none
Object:   OBJ00310   1999     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ00311   1999     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
Object:   OBJ00312   1999     c3sb    50.00      fauna     1.00     1.00                 cyan     triped      small     blinding
Object:   OBJ00313   1999     d3sn   -50.00      fauna     1.00     1.00        dayglo-orange     triped      small         none
Object:   OBJ00314   1999     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ00315   1999     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ00316   1999     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ00317   1999     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ00318   1999     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ00319   1999     Vrsb    50.00    mineral     1.00     1.00            olivedrab       rock      small     blinding
Object:   OBJ00320   1999     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ00321   1999     drsb    50.00    mineral     1.00     1.00        dayglo-orange       rock      small     blinding
Object:   OBJ00322   1999     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ00323   1999     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ00324   1999     d3sn    10.00      fauna     1.00     1.00        dayglo-orange     triped      small         none
Object:   OBJ00325   1999     crm5    10.00    mineral     5.00    10.00                 cyan       rock     medium     5candela
Object:   OBJ00326   1999     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ00327   1999     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ00328   1999     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ00329   1999     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ00330   1999     Vrsb    50.00    mineral     1.00     1.00            olivedrab       rock      small     blinding
Object:   OBJ00331   1999     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ00332   1999     c3s5   -50.00      fauna     1.00     1.00                 cyan     triped      small     5candela
Object:   OBJ00333   1999     drmn   -50.00    mineral     5.00    10.00        dayglo-orange       rock     medium         none
Object:   OBJ00334   1999     c3tn    10.00      fauna     0.10     0.10                 cyan     triped       tiny         none
Object:   OBJ00335   1999     d3sn    10.00      fauna     1.00     1.00        dayglo-orange     triped      small         none
Object:   OBJ00336   1999     c3s5    10.00      fauna     1.00     1.00                 cyan     triped      small     5candela
Object:   OBJ00337   1999     V3sb    10.00      fauna     1.00     1.00            olivedrab     triped      small     blinding
Object:   OBJ00338   1999     c3m5   -50.00      fauna     5.00    10.00                 cyan     triped     medium     5candela
Object:   OBJ00339   1999     Vrsn    10.00    mineral     1.00     1.00            olivedrab       rock      small         none
Object:   OBJ00340   1999     V3tn    10.00      fauna     0.10     0.10            olivedrab     triped       tiny         none
